DUR,CENS,AGE,ED,WHITE,LOCRAT
350,0,31,16,0,3
42,0,22,12,1,5
77,0,19,12,1,2
21,0,23,13,1,3
1302,0,20,11,0,4
77,0,21,12,0,3
287,0,25,13,1,4
238,0,24,13,1,5
245,0,23,13,1,4
595,0,24,12,1,2
196,0,22,12,1,2
889,0,24,18,0,3
1382,1,24,11,0,6
350,0,22,12,0,3
217,0,27,16,0,2
42,0,24,11,1,5
530,1,21,12,1,4
140,0,21,12,0,4
84,0,25,16,1,3
434,0,19,12,0,2
245,0,19,11,1,2
1500,1,29,14,1,2
765,1,27,12,1,3
462,0,18,10,1,3
1486,1,22,16,1,4
1445,1,25,17,1,3
699,1,25,16,1,3
847,1,25,16,1,4
560,0,19,11,0,2
63,0,19,12,0,3
7,1,28,16,0,2
189,0,19,10,0,3
7,0,30,12,0,2
14,0,26,11,1,5
7,0,21,11,1,3
47,1,25,12,1,4
973,0,26,15,1,4
105,0,18,11,1,5
35,0,18,12,1,3
70,0,19,12,0,3
140,0,21,13,0,5
322,0,24,11,1,3
63,0,23,13,0,6
126,0,20,12,0,4
252,0,19,12,0,3
362,1,21,11,0,4
140,0,18,11,0,6
98,0,23,12,0,3
710,1,21,12,1,5
49,0,19,11,0,2
275,1,26,14,0,2
35,0,19,9,1,3
42,0,22,12,0,6
238,0,21,10,0,3
105,0,21,12,1,3
231,0,23,12,1,2
721,0,22,12,0,5
1050,0,20,12,1,4
42,0,21,12,1,3
539,0,18,12,1,3
727,1,21,11,1,3
91,0,25,13,0,6
84,0,30,19,1,3
42,0,19,12,1,4
63,0,21,12,1,3
292,1,23,10,1,6
1023,1,27,16,1,2
378,0,22,12,1,3
140,0,22,12,1,2
56,0,19,12,0,2
70,0,22,12,0,3
1239,0,22,12,0,3
182,0,24,12,1,3
21,0,19,12,1,2
189,0,29,15,1,3
343,0,31,12,0,2
357,0,27,13,0,3
182,0,21,12,0,4
1539,1,20,12,0,2
133,0,30,14,1,3
77,0,21,12,1,3
84,0,26,12,0,2
84,0,25,11,1,3
1099,1,21,12,1,3
266,0,20,12,1,3
217,0,24,15,1,4
1059,1,23,12,1,5
775,1,24,16,1,3
231,0,21,12,1,3
308,0,20,11,0,3
63,0,19,12,0,3
91,0,21,11,1,5
14,0,23,8,1,3
560,0,23,12,1,4
98,0,25,15,1,5
1288,0,31,17,0,2
168,0,21,12,0,2
727,1,20,11,1,4
322,0,17,10,0,2
441,0,20,12,0,4
168,0,21,12,1,4
7,0,22,13,1,3
14,0,23,12,1,4
35,0,23,12,1,5
210,0,25,14,0,3
686,0,24,16,1,3
7,0,22,10,0,4
563,1,24,14,1,5
144,1,23,11,0,2
21,0,22,12,0,3
210,0,29,12,0,4
1400,0,25,19,0,2
27,1,27,12,1,4
13,1,24,12,1,3
14,0,21,12,0,3
175,0,18,12,1,3
328,1,20,12,0,2
49,0,17,8,1,3
56,0,21,12,1,5
14,0,30,15,1,3
14,0,19,12,1,4
126,0,19,12,1,5
348,1,22,12,0,5
385,0,21,12,0,4
14,0,21,12,1,3
1286,1,23,10,0,2
49,0,19,9,1,4
186,1,22,10,1,3
49,0,20,12,1,3
98,0,20,12,0,5
259,0,20,12,0,4
472,1,20,12,0,6
33,1,30,17,1,2
7,0,18,10,1,2
460,1,21,12,0,4
1363,1,18,12,1,3
399,0,21,13,1,2
322,0,20,12,0,3
149,1,22,12,1,5
133,1,30,15,1,5
86,1,25,8,1,3
98,0,20,10,0,2
189,0,20,13,0,3
28,0,20,10,0,4
266,0,18,9,0,2
763,0,21,12,1,4
77,0,23,16,1,5
357,0,29,15,1,4
210,0,21,10,1,3
439,1,23,12,1,3
196,0,18,11,0,2
63,0,23,12,0,6
35,0,23,12,0,2
678,1,20,12,0,4
7,0,31,20,0,3
1170,1,21,12,1,4
63,0,23,13,0,6
21,0,17,9,0,2
11,1,23,10,1,3
252,0,26,12,1,5
63,0,29,12,0,2
260,1,22,12,1,4
42,0,18,11,1,3
1014,1,25,14,1,4
462,0,20,11,0,4
159,1,23,12,1,6
245,0,19,11,0,6
63,0,23,13,0,4
740,1,18,5,1,3
84,0,21,12,0,3
462,0,24,12,1,3
1215,1,23,16,1,3
448,0,22,12,0,3
38,1,19,8,1,3
7,0,23,16,1,5
975,1,20,12,0,4
28,0,22,12,1,6
378,0,18,8,1,2
1115,1,26,16,1,2
266,0,22,12,1,4
18,1,21,9,1,3
231,0,22,12,0,3
322,0,28,16,1,3
49,0,25,13,1,2
364,0,20,12,0,3
1177,1,18,10,0,3
698,1,20,12,0,2
70,0,30,18,0,3
49,0,19,8,1,4
280,0,23,16,1,2
105,0,20,11,0,6
385,0,25,16,1,4
21,0,22,12,0,6
35,0,21,11,0,4
196,0,24,17,0,3
14,0,27,14,0,2
252,0,25,16,1,3
371,0,22,11,0,6
546,0,20,12,1,3
49,0,22,14,1,3
77,0,21,9,1,4
56,0,22,12,0,3
140,0,22,12,1,5
45,1,23,10,0,2
42,0,21,10,1,2
85,1,20,8,0,4
378,1,21,12,0,4
203,0,22,12,1,3
436,1,28,15,1,4
1099,0,20,13,0,3
658,0,18,10,0,4
672,0,25,16,0,3
315,0,24,12,0,4
273,0,20,11,1,6
189,0,23,12,0,4
91,0,21,9,0,2
14,0,26,12,0,3
98,0,21,12,0,4
133,0,26,15,1,3
147,0,21,12,1,5
21,0,19,12,1,4
798,0,23,13,0,4
1157,1,19,12,1,4
891,1,20,12,1,4
28,0,24,11,0,4
56,0,21,11,0,6
112,0,23,8,1,5
126,0,20,13,1,6
63,0,20,11,0,6
56,0,21,10,1,3
1422,1,22,13,1,4
196,0,22,13,0,2
112,0,21,12,0,4
84,1,23,11,0,3
308,0,27,8,0,4
259,0,17,9,1,2
411,1,21,13,0,4
208,1,26,16,1,2
590,1,22,12,0,4
551,1,22,13,0,3
140,0,22,12,1,6
553,0,22,12,0,3
168,0,18,10,1,3
364,0,26,16,1,3
28,0,19,12,1,4
406,0,25,16,1,3
1191,1,24,16,1,2
357,0,24,12,1,4
133,0,34,12,1,5
1099,0,24,16,1,3
56,0,17,10,1,3
972,1,20,12,1,4
119,0,20,12,0,3
217,0,29,12,0,5
112,0,26,13,0,3
210,0,23,11,0,3
149,1,24,13,0,2
217,0,23,15,1,2
9,1,26,12,1,5
1086,1,26,17,1,2
84,0,22,12,1,4
1144,1,27,15,0,4
221,1,23,12,0,2
308,0,28,12,1,2
245,0,16,8,1,2
749,0,21,13,0,3
133,0,23,16,1,3
98,0,19,12,1,2
126,0,22,12,0,6
1123,1,28,20,1,2
47,1,24,12,0,6
744,1,20,10,1,3
35,0,21,12,1,3
371,0,17,8,0,2
54,1,24,15,0,2
35,0,22,11,0,3
49,0,20,11,1,3
485,1,23,12,0,3
198,1,22,12,1,6
490,0,19,12,1,4
14,0,19,12,1,3
63,0,22,12,1,4
77,0,21,14,0,2
858,1,19,12,1,3
322,0,24,13,0,3
518,0,23,10,0,2
147,0,20,12,0,3
56,0,18,9,0,3
331,1,25,14,1,2
397,1,21,12,1,5
322,0,20,10,1,4
644,0,28,13,1,3
7,0,22,10,0,6
1286,1,20,13,0,3
126,0,27,12,1,3
1138,1,20,12,0,3
91,0,18,8,0,2
119,0,21,10,1,6
818,1,22,13,0,4
203,0,21,12,0,5
1309,0,25,18,1,2
70,0,20,12,1,3
197,1,28,16,1,1
175,0,21,12,1,6
119,0,22,12,1,5
406,0,27,12,0,2
994,0,21,12,0,4
287,0,23,12,0,4
70,0,18,12,0,4
287,0,19,12,1,4
651,1,21,9,0,2
105,0,22,11,0,3
273,0,27,17,1,2
912,1,20,8,0,3
1322,1,19,10,1,3
763,0,22,15,1,2
63,0,27,11,0,3
714,0,31,18,1,2
7,0,28,13,0,2
434,0,21,12,0,2
65,1,22,12,1,5
14,0,22,12,1,6
245,0,24,16,1,3
21,0,20,12,1,2
115,1,22,12,1,4
556,1,21,12,0,4
1064,1,26,16,1,4
21,0,20,12,0,4
392,0,21,12,0,4
112,0,20,11,0,3
147,0,21,10,1,6
133,0,20,12,1,4
1041,1,21,12,0,4
1184,1,26,17,0,2
4,1,25,12,0,2
1393,1,24,16,1,3
1228,1,20,12,1,6
170,1,24,14,1,3
18,1,22,12,1,3
731,1,26,13,0,2
19,1,22,11,0,2
112,0,18,12,1,3
42,0,21,12,1,6
14,0,28,11,0,3
720,1,22,13,0,3
126,0,19,12,1,4
49,0,21,12,1,4
53,1,22,12,0,5
322,0,27,12,1,2
28,0,18,11,0,4
21,0,21,12,1,6
112,0,24,11,0,3
119,0,25,16,1,3
482,1,22,12,0,3
1306,1,21,12,0,2
28,0,21,13,1,6
77,0,20,12,0,5
133,0,19,12,1,3
180,1,25,12,0,4
516,1,27,14,0,4
91,0,19,8,0,3
35,0,23,12,0,4
1283,1,24,16,1,6
168,0,20,12,0,2
280,0,24,13,1,4
349,1,23,12,0,3
266,0,30,14,1,3
7,0,20,12,1,6
7,0,21,12,1,2
322,0,20,12,1,6
56,0,21,13,1,2
371,0,21,12,1,5
8,1,22,12,0,4
154,0,23,13,1,6
1379,0,27,18,1,3
42,0,19,12,0,4
14,0,19,9,1,3
105,0,20,11,0,3
357,0,21,13,0,3
700,0,22,12,1,5
21,0,20,12,1,4
66,1,23,11,1,4
1363,1,16,9,0,4
9,1,23,12,1,2
178,1,30,12,1,3
140,0,23,12,0,2
91,0,31,15,1,3
1377,1,20,12,0,3
12,1,27,16,0,2
1152,1,26,18,1,2
1322,1,21,13,0,3
119,0,24,12,1,3
182,0,19,12,1,2
177,1,27,12,1,3
7,0,21,12,1,4
336,0,22,12,0,2
463,1,26,16,1,2
35,0,27,14,1,4
7,0,20,12,0,4
1109,1,22,14,0,3
161,0,20,9,0,2
378,0,19,9,0,4
35,0,17,9,0,4
56,0,19,12,0,2
273,0,18,9,0,3
317,1,26,16,1,2
1424,1,25,15,0,2
714,0,21,13,0,3
42,0,22,12,0,3
280,0,22,12,1,5
714,0,24,14,0,3
273,0,18,9,0,3
1544,1,26,19,1,4
42,0,21,11,0,6
14,0,22,12,1,4
1048,1,21,13,1,4
772,1,21,12,1,6
523,1,22,12,0,3
70,0,30,12,1,3
105,1,23,12,1,3
644,0,21,12,1,3
56,0,27,12,1,2
397,1,27,12,0,4
161,0,27,12,1,3
231,0,22,12,0,5
168,0,27,12,1,3
91,0,23,10,1,3
308,0,20,12,0,6
679,0,19,12,0,2
483,0,22,12,1,3
14,0,25,11,1,2
147,0,20,12,0,2
898,1,21,12,0,5
7,0,29,12,0,2
203,0,25,14,1,2
1477,0,23,16,1,3
609,0,19,12,1,3
98,0,19,12,0,3
350,1,25,12,1,3
196,0,23,12,0,3
217,0,20,11,1,2
1006,1,25,16,1,2
154,0,26,13,1,3
35,0,29,12,1,3
203,0,21,14,1,3
371,0,20,12,0,2
308,0,19,8,1,3
168,0,22,13,0,4
210,0,21,12,1,3
494,1,22,12,0,3
77,0,22,12,1,5
280,1,27,14,1,2
280,0,24,15,0,2
1314,1,27,12,1,3
703,1,26,15,0,2
467,1,21,12,0,3
876,1,20,10,0,3
35,0,23,12,1,5
7,0,20,12,1,4
971,1,18,9,0,4
588,1,21,12,1,4
105,0,21,12,1,2
112,0,23,12,0,3
21,0,18,11,1,1
140,0,26,12,0,3
301,0,19,10,1,2
77,0,19,12,1,5
35,0,19,12,0,3
93,1,22,12,0,2
98,0,23,12,1,2
497,0,19,12,0,5
49,0,23,12,0,2
7,1,24,12,1,2
21,0,18,11,1,3
575,1,21,12,1,4
126,0,26,14,0,3
133,0,19,12,0,2
1186,1,31,15,1,3
408,1,24,13,0,2
28,0,24,13,1,6
584,1,24,13,1,2
35,0,22,9,0,6
79,1,23,12,1,2
133,0,21,9,0,6
77,0,20,13,0,5
7,0,27,12,0,3
68,1,22,12,1,3
63,0,21,11,1,3
63,0,25,12,0,5
7,0,21,10,0,5
167,1,23,12,1,5
1303,1,17,9,1,3
98,0,20,12,1,3
140,0,21,12,1,6
56,0,20,11,0,3
259,0,31,16,0,3
56,0,21,10,0,3
574,0,21,12,1,4
728,1,24,15,1,2
28,0,19,11,0,6
287,1,20,11,0,3
21,0,21,12,1,4
1050,0,21,12,0,4
399,0,29,13,0,2
7,0,20,11,1,4
91,0,21,12,1,3
189,0,19,12,1,5
483,0,25,15,0,3
133,0,18,12,1,2
133,0,23,12,0,2
1371,1,21,13,1,4
548,1,24,12,1,3
28,0,18,12,1,4
87,1,22,12,0,3
784,1,21,12,0,5
29,1,23,12,0,3
21,0,19,8,1,5
329,0,20,11,1,3
441,0,19,12,0,1
189,0,19,11,1,4
392,0,23,12,0,3
844,1,21,13,0,3
84,0,21,12,0,4
175,0,17,10,0,4
175,0,18,11,0,2
639,1,20,12,1,6
1320,1,24,13,1,2
133,0,18,12,1,2
56,0,20,10,1,3
441,0,21,12,1,4
70,0,24,16,1,3
21,0,29,13,1,3
343,0,26,12,1,3
28,0,18,9,1,3
49,0,22,12,0,2
64,1,22,12,1,2
1288,1,25,16,1,3
7,0,19,11,0,4
119,0,20,12,1,6
840,0,23,14,1,6
168,0,20,12,1,4
56,0,20,8,0,4
56,0,17,8,1,2
518,0,20,8,0,3
49,1,28,16,1,3
315,0,21,12,0,5
196,0,26,16,1,3
588,0,20,12,0,6
114,1,25,12,1,2
28,0,26,12,1,3
329,0,21,11,0,3
735,0,23,14,1,3
364,1,22,12,1,4
231,0,19,12,1,3
21,0,24,12,0,3
14,0,20,11,1,2
409,1,22,12,0,4
210,0,23,12,0,2
154,0,21,12,1,2
161,0,21,10,0,6
56,0,20,12,1,4
56,0,21,10,0,3
201,1,26,15,1,4
1127,0,23,11,0,2
253,1,21,12,0,6
112,0,20,12,1,3
196,0,21,12,0,3
722,1,22,12,0,5
49,0,26,12,0,2
154,0,27,8,0,5
91,0,21,12,0,5
21,0,26,12,0,2
21,0,25,12,0,3
140,0,19,11,0,5
49,0,33,11,0,3
56,0,20,12,1,4
475,1,21,12,1,4
302,1,24,13,0,4
42,0,21,12,1,4
161,0,24,12,0,3
42,0,19,12,1,4
672,0,24,14,1,3
252,0,23,14,0,2
70,0,22,12,1,3
51,1,26,12,0,3
42,0,19,12,0,3
829,1,20,12,1,4
322,0,20,12,1,2
54,1,21,11,0,3
338,1,22,12,0,3
315,0,18,11,0,2
182,0,21,12,0,3
35,0,20,12,1,3
319,1,31,16,0,1
397,1,19,8,0,4
847,0,19,11,1,3
714,0,21,12,0,3
189,0,21,11,0,3
838,1,20,12,0,3
557,1,31,13,1,2
35,0,19,12,1,4
325,1,19,9,0,4
1109,1,18,9,0,3
238,0,23,12,1,5
290,1,22,12,1,4
273,0,22,14,1,4
1061,1,21,12,0,4
7,0,20,12,1,4
867,1,19,9,1,4
479,1,24,12,0,3
49,0,21,12,0,3
1220,1,21,11,0,1
189,0,21,9,1,3
553,1,18,8,0,3
238,0,23,14,1,6
7,0,26,11,1,6
1022,0,20,9,0,6
168,1,23,12,0,2
42,0,25,13,1,4
7,0,24,14,0,6
308,0,20,12,1,2
653,1,23,16,0,2
147,0,19,12,0,3
189,0,21,10,0,3
273,0,21,12,0,3
84,0,20,12,0,2
7,0,25,15,1,2
179,1,23,12,1,5
56,0,20,11,0,4
70,0,30,15,1,2
1029,0,28,17,0,3
75,1,23,12,1,5
105,0,23,14,0,3
743,1,20,10,1,4
112,0,22,12,0,6
833,0,29,12,0,2
49,0,20,8,1,2
56,0,28,14,1,4
109,1,30,12,0,4
91,0,19,10,1,5
21,0,19,12,0,3
616,0,24,16,0,3
126,0,20,11,0,2
28,0,23,11,0,4
49,0,20,12,0,5
777,0,27,14,1,2
70,1,24,14,1,2
49,0,18,10,1,4
427,0,20,12,0,2
245,0,16,10,1,3
1121,1,19,12,1,4
181,1,23,13,1,2
152,1,26,16,0,4
49,0,22,12,0,3
190,1,27,14,0,3
1041,1,24,14,0,2
221,1,26,12,1,2
287,0,19,10,1,3
481,1,20,12,1,6
154,0,21,12,1,5
224,0,18,10,1,2
112,0,20,12,0,3
21,0,18,10,0,2
21,0,31,20,0,3
496,1,29,9,0,1
196,0,24,12,0,3
441,0,24,12,0,2
70,0,22,14,1,3
243,1,21,12,1,3
7,0,20,9,0,2
812,0,22,10,1,3
182,0,19,12,0,3
441,0,20,10,0,4
173,1,26,13,1,4
90,1,21,10,1,4
3,1,23,10,0,4
266,0,22,10,0,4
112,0,18,11,0,3
63,0,20,12,1,2
12,1,22,11,1,3
42,0,23,12,1,3
70,0,28,14,1,3
357,0,22,12,0,6
392,0,19,11,0,5
280,0,19,10,1,3
15,1,23,12,1,3
31,1,23,12,1,3
441,0,26,15,0,3
490,0,24,16,1,2
287,0,24,13,1,3
25,1,23,12,0,2
7,0,25,13,0,4
75,1,23,11,1,3
273,0,22,13,1,4
63,0,18,10,0,3
77,1,25,13,1,3
463,1,22,12,1,5
175,0,20,12,0,3
7,0,21,11,0,4
480,1,26,14,1,4
39,1,22,12,1,5
224,0,19,12,1,3
63,0,21,11,0,6
35,0,21,12,0,4
165,1,25,12,0,3
371,0,19,12,1,4
189,0,22,12,0,5
7,0,18,8,1,3
1429,1,23,13,1,3
280,0,18,9,0,3
1353,1,20,11,0,2
1449,1,22,10,0,3
91,0,26,16,1,3
119,0,18,9,1,2
959,0,20,12,1,3
14,0,18,9,0,4
161,0,19,12,0,4
866,1,23,12,1,3
217,0,23,15,0,2
1036,0,19,12,1,3
84,0,20,9,1,3
119,0,22,12,1,5
98,0,20,12,0,3
309,1,26,16,1,2
105,0,28,14,1,3
119,0,22,12,0,3
21,0,20,10,0,4
63,1,23,12,0,2
368,1,21,12,1,2
7,0,27,12,1,3
304,1,19,9,1,3
49,0,32,16,1,1
99,1,29,12,1,2
973,0,19,12,1,5
245,0,21,11,1,4
1335,1,20,13,0,3
28,0,22,12,0,3
252,0,23,12,0,2
70,0,21,12,0,3
35,0,21,10,1,2
203,0,21,12,0,3
53,1,22,10,0,4
147,0,21,10,0,2
1481,1,24,12,1,2
49,0,17,10,0,3
583,1,22,11,0,5
1071,0,21,12,1,3
189,0,20,12,1,6
42,0,21,12,1,5
75,1,22,12,1,5
1256,1,18,12,1,5
77,0,20,12,0,4
7,0,19,12,1,5
11,1,25,14,1,5
140,0,20,12,0,5
210,0,23,16,1,4
189,0,28,9,0,3
7,0,19,12,0,5
700,0,20,11,1,3
7,0,21,12,0,4
462,0,20,10,0,4
835,1,23,12,1,4
854,0,26,15,1,5
14,0,26,12,0,3
308,0,18,8,1,3
63,0,21,9,0,4
98,0,27,13,0,2
224,0,23,12,0,3
341,1,25,12,0,2
119,0,25,12,0,3
70,0,21,11,1,3
266,0,25,16,0,3
7,0,22,12,1,3
329,0,28,12,0,3
1078,1,20,13,0,3
1,1,25,12,1,2
543,1,20,9,0,4
448,0,18,10,1,2
42,0,23,15,0,2
217,0,19,12,1,4
70,0,20,12,1,4
21,0,21,9,1,6
154,0,22,12,1,4
1110,1,19,11,0,6
42,0,18,11,0,2
170,1,26,16,1,3
28,0,20,12,0,6
63,0,21,12,0,3
84,0,21,11,0,6
42,0,19,10,1,3
944,1,22,12,1,2
9,1,26,6,0,3
150,1,21,12,0,2
217,0,31,15,1,2
126,0,18,9,1,2
308,0,22,12,1,4
287,0,21,12,0,3
218,1,22,12,1,5
721,0,21,13,1,4
217,0,20,11,0,3
49,1,23,11,1,4
196,0,21,10,0,3
273,0,31,14,1,3
28,0,20,12,0,6
168,0,18,11,1,2
98,0,20,12,1,5
126,0,21,12,1,6
98,0,24,12,0,3
392,0,18,9,0,5
912,1,23,14,1,4
798,0,19,11,1,4
154,0,29,13,1,3
96,1,22,10,0,6
378,0,24,11,0,2
910,0,24,12,1,5
1211,0,22,16,1,4
105,0,19,12,1,3
105,0,20,12,1,3
154,0,17,12,1,4
301,0,17,8,1,3
35,0,19,10,0,3
511,0,27,19,1,3
294,0,18,12,1,2
105,0,20,12,1,5
357,0,20,12,0,4
46,1,23,12,1,5
91,0,27,16,1,3
35,0,20,10,0,4
49,0,20,8,0,4
84,0,22,14,1,6
70,0,21,12,1,6
637,0,21,11,0,3
224,0,25,16,1,3
77,0,25,16,1,4
613,1,21,12,1,4
28,0,19,9,1,3
779,1,22,14,1,2
1290,1,24,16,1,3
196,0,24,12,0,2
399,0,23,12,0,3
920,1,21,12,1,3
42,0,22,12,1,6
42,0,22,12,1,5
35,0,18,10,1,2
1311,1,24,16,1,5
7,0,17,10,0,2
224,0,30,17,1,3
574,1,25,12,0,3
343,0,24,16,1,3
1162,0,24,16,0,2
560,0,23,12,1,5
357,0,22,12,0,2
1,1,23,13,1,4
35,0,20,12,0,5
182,0,21,12,0,5
189,0,18,9,1,3
147,0,20,13,1,2
214,1,25,12,1,5
133,1,22,12,0,3
1078,0,21,12,0,4
119,0,22,12,1,3
1408,1,26,10,0,2
7,0,21,12,0,3
399,0,22,13,0,5
140,0,20,11,1,4
28,0,20,14,1,3
53,1,20,12,0,3
189,0,18,8,1,3
98,0,19,12,0,5
45,1,21,9,1,3
290,1,24,12,0,3
49,0,30,18,1,3
112,0,18,10,0,3
28,0,23,13,0,3
1212,1,22,14,0,2
196,0,23,14,1,3
133,0,18,8,1,2
98,0,19,8,0,4
21,0,19,9,0,6
1064,1,19,12,0,2
21,0,19,11,0,3
884,1,18,10,1,3
35,0,19,12,1,4
77,0,20,11,0,4
175,0,23,12,0,3
161,0,25,12,0,3
490,0,29,16,1,4
546,0,20,12,0,5
55,1,31,16,1,3
98,0,22,8,1,5
147,0,22,11,0,4
14,0,22,12,0,5
99,1,26,15,0,3
98,0,19,11,1,1
112,0,18,11,1,1
484,1,21,12,0,3
763,0,16,7,0,3
20,1,29,13,1,5
357,0,26,12,1,4
35,0,22,11,0,4
178,1,23,12,0,5
119,0,24,12,0,3
47,1,21,9,1,4
89,1,22,11,1,3
63,0,25,14,0,4
299,1,26,15,0,2
42,0,21,14,1,3
70,0,19,10,1,3
119,0,22,12,1,4
1323,0,26,18,1,2
603,1,21,12,1,2
229,1,28,14,1,1
1338,1,19,12,0,1
420,0,25,16,1,2
1099,0,21,12,1,4
126,0,20,12,1,6
993,1,21,12,0,3
231,0,19,8,1,2
140,0,22,11,0,3
399,0,26,19,1,2
42,0,19,11,0,2
63,0,26,12,0,2
336,0,23,12,1,3
301,0,23,12,0,4
280,0,23,12,1,5
616,0,28,15,0,3
154,0,22,12,1,6
364,0,18,9,1,4
126,0,24,12,1,6
203,0,25,15,0,3
126,0,17,8,1,2
21,0,19,12,1,3
399,0,20,12,1,3
49,0,33,12,1,2
91,0,18,9,1,2
21,0,19,12,1,2
379,1,21,12,1,3
84,0,26,12,1,2
98,0,26,12,0,2
196,0,18,11,0,5
7,0,19,8,1,5
159,1,20,10,0,3
28,0,28,18,0,2
372,1,25,12,0,2
63,0,20,12,0,2
903,0,19,12,0,2
98,0,20,11,1,3
140,0,23,13,1,2
492,1,27,11,1,4
266,0,21,12,1,3
42,0,21,12,1,2
10,1,23,12,1,6
18,1,21,12,0,5
14,0,20,12,0,6
89,1,22,10,1,5
343,0,18,9,0,3
721,0,25,14,1,2
387,1,29,16,1,2
284,1,26,16,1,2
294,0,27,12,0,2
49,0,18,9,0,2
63,0,24,15,0,2
33,1,22,9,0,3
66,1,23,12,1,4
977,1,31,16,1,1
1122,1,19,12,1,6
14,0,22,12,1,4
49,0,22,12,1,4
84,0,21,12,0,5
42,0,22,11,0,4
614,1,21,11,0,3
133,0,24,12,0,3
14,0,22,12,1,2
338,1,27,12,0,2
154,0,25,12,0,3
14,0,20,12,1,6
168,0,29,14,1,2
390,1,22,12,1,4
105,0,20,10,1,4
634,1,32,18,0,2
112,0,21,12,1,2
1036,0,22,10,0,2
14,0,19,12,0,2
336,0,24,11,1,5
28,0,25,16,1,2
84,0,20,11,0,6
35,0,29,13,0,3
858,1,20,12,1,4
336,1,23,12,1,4
14,0,18,11,0,3
785,1,21,12,1,4
14,0,26,12,0,4
276,1,22,12,1,5
79,1,27,16,1,2
224,0,21,12,1,3
747,1,29,16,0,2
107,1,29,13,1,2
301,0,22,12,1,3
149,1,23,13,0,4
84,0,18,10,0,2
70,0,20,12,0,4
84,0,22,11,1,5
273,0,21,12,1,5
56,0,21,12,0,2
203,0,20,11,1,3
42,1,22,12,1,6
837,1,28,12,1,4
14,0,25,13,1,3
91,0,20,12,0,6
1193,1,27,18,1,2
459,1,25,14,1,4
91,0,21,9,0,4
40,1,29,12,1,4
21,0,31,15,1,3
28,0,21,10,1,2
98,0,25,16,1,2
147,0,20,11,0,5
476,0,20,12,1,4
184,1,20,10,0,3
70,0,17,11,0,3
60,1,23,12,0,6
497,0,20,11,1,6
342,1,30,14,0,3
1199,1,19,12,1,3
70,0,25,17,0,2
837,1,20,11,0,4
70,0,20,12,1,6
294,0,21,12,0,4
21,0,28,13,0,2
619,1,21,12,0,3
7,0,21,12,1,4
7,0,19,10,1,2
1085,0,23,16,1,6
49,0,22,12,1,3
245,0,23,12,1,4
63,0,19,10,1,2
49,0,20,12,1,2
168,0,22,12,0,3
563,1,25,11,1,6
189,0,19,11,1,3
84,0,26,12,1,4
705,1,20,11,0,2
461,1,21,12,1,4
49,0,19,12,1,3
189,0,25,14,0,5
56,0,19,12,1,5
462,0,19,9,1,6
70,0,21,12,0,3
217,0,22,12,0,3
70,0,24,16,1,3
35,0,20,11,0,4
1289,1,24,16,1,2
784,0,29,13,1,3
112,0,18,9,0,2
588,0,22,12,1,6
61,1,22,12,1,3
35,0,22,12,1,3
196,0,21,12,1,6
77,0,20,10,1,6
414,1,20,10,1,6
904,1,19,12,1,3
1400,1,26,19,1,4
175,0,31,13,1,2
70,0,24,15,1,5
49,0,25,13,0,3
35,0,20,12,0,3
140,0,23,13,0,6
84,0,30,20,0,3
378,0,22,11,0,4
203,0,22,12,1,4
194,1,22,12,1,2
441,0,23,14,1,4
91,0,18,11,0,3
161,0,22,14,1,4
553,0,21,11,0,2
189,0,25,18,1,3
219,1,23,12,0,3
1096,1,24,13,1,2
574,0,22,15,0,4
275,1,32,14,1,3
77,0,18,12,1,3
880,1,21,12,1,3
17,1,22,12,1,6
7,0,19,8,1,4
56,0,18,10,1,3
98,0,24,12,0,2
105,0,20,12,1,3
7,1,22,12,0,4
182,0,24,12,0,3
294,0,20,13,1,3
974,1,20,12,1,6
1274,0,25,15,0,2
63,0,29,12,0,2
63,0,28,13,1,3
899,1,18,12,1,3
1332,1,22,12,0,2
434,0,21,12,1,5
75,1,20,8,1,2
84,0,20,12,1,2
77,0,21,10,1,4
126,0,23,12,1,3
182,0,20,12,0,2
364,0,19,12,1,2
119,0,20,12,1,2
126,0,20,9,1,4
562,1,22,12,1,3
70,0,19,9,1,2
273,0,22,12,1,2
1065,1,20,12,1,3
118,1,22,10,1,4
56,0,18,12,0,4
77,0,23,12,0,4
1237,1,19,10,0,3
308,0,27,14,0,3
77,0,22,11,0,4
231,0,19,12,1,5
133,0,28,11,1,2
140,0,19,10,0,3
91,0,21,12,1,3
56,0,22,12,0,5
891,1,21,12,1,3
42,0,23,12,1,4
553,1,21,12,0,3
118,1,22,10,0,3
63,0,22,13,1,5
544,1,24,13,0,2
399,0,27,15,1,3
42,0,21,12,1,4
156,1,22,12,0,4
841,1,30,16,1,2
7,0,18,11,0,5
210,0,21,13,0,3
154,0,26,12,0,2
168,0,21,12,0,4
680,1,27,14,1,2
161,0,18,11,1,3
777,0,20,12,0,4
191,1,24,13,1,1
77,0,29,13,0,2
28,0,17,10,1,4
265,1,23,12,1,3
84,0,16,9,1,3
196,0,27,12,0,2
343,0,22,16,1,3
189,0,20,12,1,2
1260,1,26,14,0,3
290,1,22,12,1,6
190,1,22,12,0,3
168,0,20,12,1,3
35,0,21,12,1,3
154,0,26,12,1,3
462,0,19,10,1,2
182,0,19,12,1,2
350,0,20,10,1,4
315,0,29,12,1,2
196,0,21,9,0,5
